decade,year,title,term,category,line_text,first_tech_position,first_tech_category
2000,2002,star trek: nemesis,data,computational,It's going to take some time to find out -- the data stream was rerouted through substations all over the ship.,0.43243243243243246,computational
2000,2002,star trek: nemesis,screen,computational,On screen.,0.3,computational
2000,2002,star trek: nemesis,computer,computational,"Sir, we've had an unauthorized access into the main computer.",0.8524590163934426,computational
2000,2002,star trek: nemesis,screen,computational,On screen.,0.3,computational
2000,2002,star trek: nemesis,data,computational,Acknowledged ...  ...I'll talk to Data.,0.8717948717948718,computational
2000,2002,star trek: nemesis,robot,computational,Maybe I'll train it to do little tricks for me like your robot does.  Or maybe Ill snap its ugly head off.,0.5327102803738317,computational
2000,2002,star trek: nemesis,computer,computational,"Then perhaps the time has come to add some illumination to our discussion. Computer, raise lighting four levels.",0.6696428571428571,computational
2000,2002,star trek: nemesis,signal,communication,"Praetor, we've received the transponder signal.",0.851063829787234,communication
2000,2002,star trek: nemesis,online,computational,"Defensive pattern Kirk Epsilon. Geordi, get those shields online.",0.8923076923076924,computational
1980,1984,starman,call,communication,"Mike, call for back-up.  Benny, you all right?",0.13043478260869565,communication
1980,1984,starman,call,communication,Don't you think you should call a backup?,0.6585365853658537,communication
1980,1984,starman,call,communication,"Mr. Shermin, I'm hanging up now. If you want to ask me any questions, call me at home in a couple of days. I'm in the book.",0.5691056910569106,communication
1980,1984,starman,radio,communication,"I can't be late. I don't know if the radio balloons work above your planet. I don't know if my words went to the ship. If I'm not there, the captain will think I'm dead and go.",0.21022727272727273,communication
1980,1984,starman,radio,communication,Why don't you send one of your radio balloons and tell your captain that you might be late?,0.34065934065934067,communication
1980,1984,starman,machine,computational,The machine gave me two. Should I put one back?,0.0851063829787234,computational
1980,1984,starman,radio,communication,On the radio they say it's good.,0.21875,communication
1980,1984,starman,call,communication,"Stars... When a sun is far away, we call it a 'star.'",0.6792452830188679,communication
1980,1984,starman,call,communication,Call the police!!,0.0,communication
1980,1984,starman,machine,computational,"This is crazy. What were we going to do if that had been the ship? We have two thirty calibre machine guns, three M16's and some handguns.",0.6811594202898551,computational
1980,1984,starman,call,communication,"Eh... the store tells you to call when there's trouble, so they won't get sued... But that shouldn't matter if there's a reward, right?",0.21481481481481482,communication
1990,1995,strange days,call,communication,"Easy, Eduardo, easy.  Preserve a sense of humor at all times.  Okay, the receptor rig... what I'm putting on your head... sends a signal to the recorder.  See we call it ""being wired,"" but there's no wire.  You gotta keep the recorder close... five, six feet away max, like in your jacket pocket by the bed or wherever you're going to close escrow, know what I mean?",0.4426229508196721,communication
1990,1995,strange days,signal,communication,"Easy, Eduardo, easy.  Preserve a sense of humor at all times.  Okay, the receptor rig... what I'm putting on your head... sends a signal to the recorder.  See we call it ""being wired,"" but there's no wire.  You gotta keep the recorder close... five, six feet away max, like in your jacket pocket by the bed or wherever you're going to close escrow, know what I mean?",0.4426229508196721,communication
1990,1995,strange days,device,computational,Superconducting QUantum Interference Device.  SQUID.  Got it?  There's gonna be a test.,0.42528735632183906,computational
1990,1995,strange days,call,communication,"Faith, call me, okay?",0.3333333333333333,communication
1990,1995,strange days,tv,communication,"That's right.  Clips.  Look, I want you to know what we're talking about here.  This isn't like TV only better.  This is life.  It's a piece of somebody's life.  Pure and uncut, straight from the cerebral cortex.  You're there. You're doing it, seeing it, hearing it... feeling it.",0.3416370106761566,communication
1990,1995,strange days,signal,communication,No.  But his frontal lobes are like two runny eggs.  They put an amplifier in-line to boost the signal till it french-fried his brain.,0.7164179104477612,communication
1990,1995,strange days,signal,communication,But at the same time he's sending the signal to her--,0.7169811320754716,communication
1990,1995,strange days,call,communication,Naw.  She won't call me.,0.6666666666666666,communication
1990,1995,strange days,call,communication,"Sure.  Whatever.  See, since you shitcanned my career, I don't even have to call you sir.  One of life's small pleasures.",0.628099173553719,communication
1990,1995,strange days,call,communication,It was a tough call.,0.75,communication
1990,1995,strange days,computer,computational,"They jerked my wheels, d'you believe it?  I mean it's outrageous, the computer errors the banks are making lately.  Have you noticed?",0.5263157894736842,computational
2000,2004,suspect zero,call,communication,"Got a sister like this, what they call it, anal? That's her.",0.5666666666666667,communication
2000,2004,suspect zero,phone,communication,"I sent a female in. The room in question was rented by an Anglo, cash; since then, nothing -- no activity, no phone response.",0.88,communication
2000,2004,suspect zero,call,communication,"Oh Jesus, Sheriff, I am sorry. I meant to call you -- I got distracted -- the Sumpter girl was not one of Speck's victims. That's the good news.",0.2916666666666667,communication
2000,2004,suspect zero,call,communication,"Excuse me, a salesman gets done in his car and you call the FBI?",0.796875,communication
2000,2004,suspect zero,online,computational,"This could all be a coincidence, but, you know something, I don't believe in coincidences. That's why I came back.  Do you think the UNSUB -- we're not going to mention the word Zorro -- met Harold Speck online?",0.966824644549763,computational
2000,2004,suspect zero,online,computational,"We'll wait. Get online with Low, inform him of Zero's route -- we'll set a trap for him.",0.18181818181818182,computational
2000,2004,suspect zero,computer,computational,"I got a look in Testa's computer. His screen name was ""Imelda."" Have to give him that, had a sense of humor.",0.2222222222222222,computational
2000,2004,suspect zero,screen,computational,"I got a look in Testa's computer. His screen name was ""Imelda."" Have to give him that, had a sense of humor.",0.2222222222222222,computational
2000,2004,suspect zero,computer,computational,"If my Reporting Agent could be someone outside Computer Crimes, perhaps Agent Kulok?",0.5595238095238095,computational
2000,2004,suspect zero,computer,computational,"Agent Mackelway, you're going to get your wish. You're going back to Washington. I want you back in Computer Crimes. Fire up those chat rooms.",0.704225352112676,computational
2000,2004,suspect zero,computer,computational,Did they disconnect Testa's computer?,0.7567567567567568,computational
2000,2004,suspect zero,computer,computational,"You must really think I'm a square, a computer nerd.",0.7307692307692307,computational
2000,2004,suspect zero,tv,communication,He's a consultant to a network TV program on Profilers. He gets a check every episode.,0.36046511627906974,communication
2000,2004,suspect zero,network,computational,He's a consultant to a network TV program on Profilers. He gets a check every episode.,0.36046511627906974,communication
2000,2004,suspect zero,online,computational,"None. Can't find a thing. Nothing on file, nothing online. It's not a part of any known killer's signature.",0.4766355140186916,computational
2000,2004,suspect zero,screen,computational,"Setting up. Technically, anyone in a chat room can be traced back to a screen address. But, by using punters, a correspondent literally punts his address around the world, through computers in countries that have no communication treaties. The correspondent becomes ""ghosted,"" invisible.",0.24738675958188153,computational
2000,2004,suspect zero,computer,computational,I read your white paper. It's sort of like the Bible for what they're trying to do in Computer Crime.,0.8514851485148515,computational
2000,2004,suspect zero,call,communication,"There's someone out there, Mack, I know, some man killing for the fun of it, sniffing human glue, without regard to age or sex, without predicable M.O. Someone who has a way to dispose of the bodies. You have access, you can call up local authorities, check morgues, conduct interviews. Be my man.",0.7575757575757576,communication
2000,2004,suspect zero,online,computational,"After my hiatus, after I got my priorities readjusted, I drifted online, started tracking porn chat rooms, looking for Zero. Got accepted, came across these boys swapping stories, pictures, downloads. Never found Zero, but I did come across some Class A scumbags.",0.24714828897338403,computational
2000,2004,suspect zero,tv,communication,He's moved on to TV.,0.85,communication
2000,2004,suspect zero,phone,communication,This is Richard Low. Stay on the phone. Do not disconnect. I'm watching you. I will instruct you where to drive.,0.29464285714285715,communication
2000,2004,suspect zero,tv,communication,"[Hello, Agent Mackelway. How's the watch? Maybe you can do one of those TV commercials, I found my watch under a serial killer's heart and it was still ticking.]",0.4472049689440994,communication
2000,2004,suspect zero,call,communication,"[Not this way. Call it a little favor, call it a little thing I'm going to do for you. I'm going to make Chicago come alive for you. You'll owe me one.]",0.09868421052631579,communication
2000,2004,suspect zero,computer,computational,"Eight, nine months ago. When I was at Computer Crime. I got into a chat room with someone named MyDick. I'd talked to him before. Everything I saw yesterday, everything in the autopsies, it's identical. The forensics are dead on. MyDick's fantasies involved a hog-tie rig, nylon cord, torture with pliers, rip the nipples -- when the ""item"" screams, she chokes. He had a thing about eyes, always the eyes -- stab their eyes. It's the same guy. Speck was MyDick.",0.0824295010845987,computational
2000,2004,suspect zero,screen,computational,MyDick. As in my dick. That was his screen name.,0.75,computational
2000,2004,suspect zero,screen,computational,"Jesus, just what I need, another blue flamer.  Johnny, get this boy some sun screen.",0.9166666666666666,computational
2000,2004,suspect zero,computer,computational,I wished to be reinstated at Computer Crimes. I was undiplomatic in my request.,0.3670886075949367,computational
2000,2004,suspect zero,computer,computational,"""Computer Investigation and Infrastructure Assessment Center."" Quantico out of MIT -- you're a techie?  Okay, you screwed up once. So did half the guys here. That's why they're here.",0.005494505494505495,computational
1990,1996,swingers,call,communication,Do you realize that I've been waiting for that call for six months and I cut her off?,0.5529411764705883,communication
1990,1996,swingers,call,communication,You should call your Grandmother.,0.3333333333333333,communication
1990,1996,swingers,phone,communication,Enough. I've got to use the phone.,0.8235294117647058,communication
1990,1996,swingers,television,communication,"Michael, this is Grandma. I want to know if you got the part on that television program. I told the whole family and they're very excited to know if...  Skipping message. End of final message.",0.359375,communication
1990,1996,swingers,call,communication,"It's like, you looked at my tape. You saw my picture. Why did you call me in? You knew I was twenty-four.",0.6285714285714286,communication
1990,1996,swingers,call,communication,"Wait... Wait... Listen... So, I check the time and place. I'm where I'm supposed to be. I call my agent... She says they asked for me specifically...",0.6040268456375839,communication
1990,1996,swingers,phone,communication,"Sure, I guess. The phone's in the back.",0.48717948717948717,communication
1990,1996,swingers,call,communication,I'm sure she'll call. Six years is a long time. You don't just break it off cleanly after six years.,0.16,communication
1990,1996,swingers,call,communication,I can call back...,0.3333333333333333,communication
1990,1996,swingers,call,communication,If and when I get a real gig I'll call you.,0.7906976744186046,communication
1990,1996,swingers,call,communication,"I really want to catch up with you, but I've gotta take this call. They're holding. I'll talk with you when you get back in town. Bye.",0.4552238805970149,communication
1990,1996,swingers,call,communication,"Yeah, uh, I don't think that's gonna be happening any time soon... Listen, can I call you right back? I gotta take this call...",0.6377952755905512,communication
1990,1996,swingers,phone,communication,I couldn't. Do you know how hard it's been not to call you? I pick up the phone every night. Whenever that commercial comes on...,0.5736434108527132,communication
1990,1996,swingers,call,communication,I couldn't. Do you know how hard it's been not to call you? I pick up the phone every night. Whenever that commercial comes on...,0.5736434108527132,communication
1990,1996,swingers,call,communication,Why didn't you call?,0.75,communication
1990,1996,swingers,call,communication,Then why won't she call...?,0.7037037037037037,communication
1990,1996,swingers,call,communication,It's been two days. You should call that girl Nikki...,0.5740740740740741,communication
1990,1996,swingers,network,computational,Charles and me went to network on this pilot together.,0.42592592592592593,computational
1990,1996,swingers,call,communication,What do you have? A Pluto call back?,0.7222222222222222,communication
1990,1996,swingers,call,communication,"Look, there's not much of a call for Shakespeare in this town.",0.45161290322580644,communication
1990,1996,swingers,call,communication,"I mean first you'll pretend not to care, not call -- whatever, and then, eventually, you really won't care.",0.4205607476635514,communication
1990,1996,swingers,call,communication,So I don't call either way.,0.4074074074074074,communication
1990,1996,swingers,call,communication,But you said I shouldn't call if I wanted to give up on her.,0.4166666666666667,communication
1990,1996,swingers,call,communication,You don't call.,0.6666666666666666,communication
1990,1996,swingers,call,communication,Don't call me ever again.,0.24,communication
1990,1996,swingers,call,communication,"Hi, Nikki. This is Mike again. Could you just call me when you get in? I'll be up for awhile, and I'd just rather talk to you in person instead of trying to squeeze it all...",0.26436781609195403,communication
1990,1996,swingers,machine,computational,"Hi, Nikki. This is Mike, again. I just called because it sounded like your machine might've cut me off before I gave you my number, and also to say sorry for calling so late, but you were still there when I left the Dresden, so I knew I'd get your machine. Anyway, my number is...",0.26785714285714285,computational
1990,1996,swingers,call,communication,"Hi, Nikki. This is Mike. I met you tonight at the Dresden. I, uh, just called to say I, uh, I'm really glad we met and you should give me a call. So call me tomorrow, or, like, in two days, whatever. My number is 213- 555-4679...",0.611353711790393,communication
1990,1996,swingers,call,communication,Yeah. I guess you could call it that.,0.6486486486486487,communication
1990,1996,swingers,call,communication,How long do I wait to call?,0.8148148148148148,communication
1990,1996,swingers,phone,communication,"Please, Tee. I have to use the phone. Sorry, man.",0.6326530612244898,communication
1990,1996,swingers,phone,communication,I gotta use the phone.,0.7272727272727273,communication
1990,1996,swingers,phone,communication,"No, man. I need to use the phone.",0.8181818181818182,communication
1990,1996,swingers,machine,computational,Shut up -- yes you are. Now listen to Tee. We'll stop at a cash machine on the way.,0.7710843373493976,computational
1990,1996,swingers,call,communication,Don't listen to him. You call whenever it feels right to you.,0.4098360655737705,communication
1990,1996,swingers,call,communication,"Laugh all you want, but if you call to soon you can scare off a nice baby who's ready to party.",0.3263157894736842,communication
1990,1996,swingers,computer,computational,...against the computer.,0.625,computational
1970,1972,the godfather,call,communication,"Some day, and that day may never come, I would like to call upon you to do me a service in return.",0.5612244897959183,communication
1970,1972,the godfather,call,communication,"You never think to protect yourself with real friends.  You think it's enough to be an American.  All right, the Police protects you, there are Courts of Law, so you don't need a friend like me. But now you come to me and say Don Corleone, you must give me justice. And you don't ask in respect or friendship.  And you don't think to call me Godfather; instead you come to my house on the day my daughter is to be married and you ask me to do murder...for money.",0.7229437229437229,communication
1970,1972,the godfather,telephone,communication,"Your girl friend.  She says she can't make it tonight.  You lousy bastard you have the nerve to give your whores my telephone number. I'll kill you, you bastard!",0.7204968944099379,communication
1970,1972,the godfather,call,communication,"OK, go to Arthur Avenue; I'm suppose to call when I found somethin'.",0.5882352941176471,communication
1970,1972,the godfather,call,communication,"I kept trying to call you after my divorce and Tom always said you were busy.  When I got the Wedding invitation I knew you weren't sore at me anymore, Godfather.",0.10493827160493827,communication
1970,1972,the godfather,call,communication,When did he call?,0.7058823529411765,communication
1970,1972,the godfather,call,communication,"The Senator called--apologized for not coming personally, but said you'd understand.  Also, some of the Judges...they've all sent gifts. And another call from Virgil Sollozzo.",0.8514285714285714,communication
1970,1972,the godfather,phone,communication,"OK forget it, just stay on the phone.",0.8378378378378378,communication
1970,1972,the godfather,call,communication,"Listen Tom, I let my cab go; can I come in to call another one?",0.7301587301587301,communication
1970,1972,the godfather,call,communication,"Kay, we weren't expecting you.  You should call...",0.86,communication
1970,1972,the godfather,call,communication,Even Sonny won't be able to call off Luca Brasi.,0.5833333333333334,communication
1970,1972,the godfather,call,communication,I know now.  I'll make them call me Don.,0.7,communication
1970,1972,the godfather,call,communication,Hello...this is Long Distance.  I have a call from New Hampshire.  Mr. Michael Corleone.  One moment please.,0.37962962962962965,communication
1970,1972,the godfather,call,communication,For dinner.  Unless I call and tell them we're still in New Hampshire.,0.3142857142857143,communication
1970,1972,the godfather,phone,communication,"On the three days Paulie was sick this month, he got calls from a payphone across from the old man's building.  We got people in the phone company.  Thank God it was Paulie...we'll need Clemenza bad.",0.6683417085427136,communication
1990,1999,the talented mr. ripley,machine,computational,Now you know why Miss Sherwood always shows up for breakfast. It's not love it's the coffee machine.,0.92,computational
1990,1999,the talented mr. ripley,telephone,communication,"Go back! Go back to New York or call him if you can find a telephone that works, and tell him wild horses wouldn't drag me back to him or his shipyard.",0.39072847682119205,communication
1990,1999,the talented mr. ripley,call,communication,"Go back! Go back to New York or call him if you can find a telephone that works, and tell him wild horses wouldn't drag me back to him or his shipyard.",0.39072847682119205,communication
1990,1999,the talented mr. ripley,call,communication,"He was supposed to come skiing. I didn't get a cable or a call or a note or, frankly, a fart.",0.6236559139784946,communication
1990,1999,the talented mr. ripley,call,communication,"Which is ridiculous. Boats are female, everyone knows you can't call a boat after a man.",0.7272727272727273,communication
1990,1999,the talented mr. ripley,telephone,communication,"Well hurry, before we sink.  Should I give you my telephone number in Venice?",0.6493506493506493,communication
1990,1999,the talented mr. ripley,telephone,communication,"The telephone, the press, I've been, I'm feeling hounded -- do you think you could not give out my address?",0.037383177570093455,communication
1970,1976,taxi driver,call,communication,Can I call you?,0.4,communication
1970,1976,taxi driver,radio,communication,"Well, no... not really... had some famous people in the cab.  I got this guy who makes lasers. Not regular lasers, not the big kind. Little lasers, pocket sized, small enough to clip your belt like a transistor radio, like a gun, you know. Like a ray gun. Zap.",0.8115384615384615,communication
1970,1976,taxi driver,call,communication,Ya want me to call da boss? Huh? That what you want?,0.2692307692307692,communication
1970,1976,taxi driver,call,communication,We call him Dough-Boy cause he likes the dollars. He'll chase a buck straight into Jersey.,0.03333333333333333,communication
1970,1976,taxi driver,call,communication,"Not rouge. Blush-On, they call it.",0.7647058823529411,communication
1970,1976,taxi driver,radio,communication,Some fleet driver for Bell just got cut up. Just heard it on the radio.,0.9154929577464789,communication
1970,1976,taxi driver,call,communication,What should I do? Call the cops?,0.5625,communication
1970,1976,taxi driver,telephone,communication,Have you tried the telephone?,0.6551724137931034,communication
1970,1976,taxi driver,phone,communication,"Hell, we ain't that much fussy anyway. There's always opening on one fleet or another.  Fill out these forms and give them to the girl at the desk, and leave your phone number. You gotta phone?",0.844559585492228,communication
1970,1976,taxi driver,call,communication,Shoot. They don't call me the Wizard for nothing.,0.3673469387755102,communication
1970,1976,taxi driver,radio,communication,Some fleet driver for Bell just got cut up. Just heard it on the radio.,0.9154929577464789,communication
1990,1996,the rock,call,communication,"I join the F.B.I. I ask for fieldwork.  They say, ""Bill, you're too fucking= smart for field work."" Every year I put in for a transfer and every year I= sit in that goddamn lab like the fucking Maytag repairman in the= commercial.  Then the call finally comes, and it's a whole fuckin, city at= stake?  Oh Jesus...",0.767515923566879,communication
1990,1996,the rock,phone,communication,"Where is he sir?  RIGHT IN FRONT OF ME.  What's he doing?  HE'S ON THE= PHONE.  I DON'T FUCKING KNOW, HIS STOCKBROKER! Oh shit.  Gotta go.",0.5217391304347826,communication
2000,2001,the majestic,television,communication,"Besides, Daddy's still trying to figure out how to get his new television set working.",0.7325581395348837,communication
2000,2001,the majestic,screen,computational,"Between a new screen, paint, plumbing for the concession stand, and about a hundred other repairs around the theater... it's going to cost at least nine hundred dollars to get the Bijou into shape to open up.",0.0673076923076923,computational
2000,2001,the majestic,television,communication,"Well, after the war, with so many of the town's boys killed, people around here didn't much feel like going to the movies, I guess.  Some of 'em moved away -- Los Angeles, Sacramento, San Francisco.  Wasn't much to keep 'em here, I expect. And now with this ""television"" thing -- people just aren't going out as much as they used to.",0.7777777777777778,communication
2000,2001,the majestic,call,communication,Then I'll call you a cab.,0.4,communication
2000,2001,the majestic,call,communication,"I wanna close up soon.  C'mon, let's call her.",0.8043478260869565,communication
2000,2001,the majestic,call,communication,"Pete... go home.  Come on, I'll call that girlfriend of yours, what's her name... Sandy?",0.36363636363636365,communication
2000,2001,the majestic,call,communication,Call me... Ishmael?,0.0,communication
2000,2001,the majestic,call,communication,"It's okay, son.  We just need to call you something.  That's all.",0.5076923076923077,communication
2000,2001,the majestic,call,communication,"Well, his rent's past due and he said to call you in case of an emergency.  He lose his job or somethin'?",0.3904761904761905,communication
2000,2001,the majestic,phone,communication,"Luke!  Luke, something's wrong! The film broke, and I can't raise Harry on the house phone!",0.9340659340659341,communication
2000,2001,the majestic,call,communication,"Oh dear, yes.  You were an excellent student, before all that clarinet nonsense.  You loved Chopin.  You used to call it ""heaven music.""  ""Teach me some heaven music,"" you used to say.",0.6141304347826086,communication
2000,2001,the majestic,call,communication,"Well, then, why do they call you ""Old Tim?""",0.5581395348837209,communication
1960,1963,the birds,call,communication,"No, thank you.  Won't you call me Melanie?",0.6190476190476191,communication
1960,1963,the birds,call,communication,"He got a call from Dan Fawcett a little while ago. His chickens won't eat, either.",0.10975609756097561,communication
1960,1963,the birds,call,communication,She said something about having to get home to take a call from her mother back East.,0.6352941176470588,communication
1960,1963,the birds,phone,communication,How much for the phone calls?,0.5862068965517241,communication
1960,1963,the birds,call,communication,Shall I call the doctor?,0.3333333333333333,communication
1960,1963,the birds,call,communication,"There's nothing wrong with those chickens, Mitch. I'm going to call Fred Brinkmeyer right now.",0.6702127659574468,communication
1960,1963,the birds,phone,communication,I tried a little while ago. The phone's dead.,0.7111111111111111,communication
1960,1963,the birds,phone,communication,That was Al on the phone. He wants me to meet him out at the Fawcett place. Says some detectives from Santa Rosa'll be there in a little while.  Will you be all right here?,0.11046511627906977,communication
1960,1963,the birds,television,communication,He was watching a ball game on television.,0.7380952380952381,communication
1960,1963,the birds,call,communication,What do you call your lovebird story if not a practical...,0.20689655172413793,communication
1960,1963,the birds,call,communication,"Yes, we call them that too.  Ahhh, here we are, Lovebirds...",0.13333333333333333,communication
1960,1963,the birds,call,communication,"That would be just fine.  Hello, Charlie, this is Melanie. I want you to do a favor for me.  No, this is a small one.  Pressure you? Why, Charlie darling, would I try to pressure you?  Will you call the Department of Motor Vehicles for me and find out who owns this license plate? DKQ dash one seven six.  Yes, a California plate.  No, I'll stop up there in a little while. Is daddy in his office?  Oh. No, no, I don't want to break in on a meeting. Just tell him I'll see him later. Thank you, Charlie.",0.3856858846918489,communication
1960,1963,the birds,phone,communication,"No, you'd better send him. May I use your phone?",0.875,communication
1960,1963,the birds,call,communication,"I'm sure they're on the way, though. Could I just call?",0.9090909090909091,communication
1960,1963,the birds,call,communication,"Yes.  Oh my, I suppose I should call them again. They said three o'clock.  Maybe it's the traffic. I'll call. Would you mind waiting?",0.24060150375939848,communication
1940,1945,the body snatcher,call,communication,"Listen to me, Fettes, I'm one part befuddled with drink, one part over-heels in love with MacFarlane, and one part fey. You're a lowlander, Fettes, and you have no way of knowing what we Highlanders call the second sight.",0.9004524886877828,communication
1940,1945,the body snatcher,call,communication,"Don't call me that confounded name, I tell you.",0.1276595744680851,communication
1940,1945,the body snatcher,call,communication,Don't call me that confounded name.,0.17142857142857143,communication
2000,2000,the crow: salvation,call,communication,What? Call the police?,0.2727272727272727,communication
2000,2000,the crow: salvation,call,communication,I believe they call it a connoisseur's club. Owned by DELT.,0.2542372881355932,communication
2000,2000,the crow: salvation,call,communication,"Look, can I just call a cab?",0.6071428571428571,communication
2000,2000,the crow: salvation,call,communication,Don't call me that! Don't call me anything!,0.13953488372093023,communication
2000,2008,the day the earth stood still,call,communication,"Department of Commerce. She's a secretary.  They have a man they call the Secretary, but he isn't at all. My mother's a real secretary.  Mr. Carpenter -- now can we go see the space ship?",0.34759358288770054,communication
2000,2008,the day the earth stood still,call,communication,We could call a special meeting of the General Assembly... But of course the UN doesn't represent all of the nations.,0.07692307692307693,communication
2000,2008,the day the earth stood still,television,communication,The first two years of television we were convinced that all you did was wrestle.,0.2839506172839506,communication
2000,2008,the day the earth stood still,radio,communication,"We've been monitoring your radio broadcasts for a good many years. That's how we learned your languages. Lately, we've been getting your television also.",0.17647058823529413,communication
2000,2008,the day the earth stood still,television,communication,"We've been monitoring your radio broadcasts for a good many years. That's how we learned your languages. Lately, we've been getting your television also.",0.17647058823529413,communication
2000,2008,the day the earth stood still,radio,communication,"We're all set. I picked up some sandwiches and put gas in the car. And the radio's still busted, so me can forget about the space man for today.",0.5208333333333334,communication
2000,2008,the day the earth stood still,robot,computational,"Gort?  But he's a robot. I mean -- without you, what could he do?",0.27692307692307694,computational
2000,2008,the day the earth stood still,call,communication,May I suggest that you call the Professor?,0.5476190476190477,communication
1980,1987,the lost boys,call,communication,I'm gonna pray that I never need to call you.,0.8,communication
1980,1987,the lost boys,call,communication,"Think of this more as a survival manual... there's our number on the back, and pray that you never need to call us.",0.9304347826086956,communication
1980,1987,the lost boys,tv,communication,"Vampires, Mom!  Everywhere! You've got to tell the police! The newspapers!  The TV stations! They'll listen to you.  They'll believe you...  you're a <u>mom</u>!",0.4968944099378882,communication
1980,1987,the lost boys,phone,communication,We can't talk about it on the phone.,0.8333333333333334,communication
1980,1987,the lost boys,phone,communication,No.  On the phone.,0.6666666666666666,communication
1980,1982,the thing,radio,communication,Maybe we should try and fix the radio... try and get some help.,0.5079365079365079,communication
2000,2002,the time machine,call,communication,"Now that's what I call plain crazy -- internal combustion is just too dangerous, all those little explosions, never catch on.",0.144,communication
2000,2002,the time machine,machine,computational,It's only a machine.,0.6,computational
2000,2002,the time machine,machine,computational,I'll take you to your machine tomorrow.,0.5641025641025641,computational
2000,2002,the time machine,machine,computational,"For a time it was astounding.  I saw the years spinning by, I was in the years spinning by.  We made such advances.  I don't understand half of them.  There was a machine that talked to me and others that flew through the sky... We must have been incredible thinkers and artists --",0.5800711743772242,computational
2000,2002,the time machine,machine,computational,"Yes.  Or forward into the future. I suppose I really should check on the machine, see that it hasn't been damaged...",0.6293103448275862,computational
2000,2002,the time machine,machine,computational,That machine --,0.3333333333333333,computational
2000,2002,the time machine,machine,computational,We don't have anything like this. Or the machine where Kalen found you.  And I doubt they do beyond the valley... Now where do you come from?,0.2907801418439716,computational
2000,2002,the time machine,call,communication,"Well, I guess you'd call us... New Yorkers.",0.46511627906976744,communication
2000,2005,the jacket,call,communication,"The Jacket. That's what they call it, right?",0.6590909090909091,communication
2000,2005,the jacket,call,communication,"If you don't get out of my house right now, I'll call the police.",0.7538461538461538,communication
2000,2005,the jacket,tv,communication,"TV. Helps numb [makes a ""crazy gesture""] any active mind. [Sticking out a jittery hand] Rudy MacKenzie.",0.0,communication
1990,1991,thelma & louise,call,communication,"Alright, Lena.  Go on home.  We might have to call you in for some more questioning.",0.5476190476190477,communication
1990,1991,thelma & louise,call,communication,"He's got nothin' to gain by lyin'.  Nothin' at all.  He already got all their money.  I just don't know what we're dealin' with here. Anyway, it went out again last night on Nationwide Teletype.  Let's just wait it out a little longer.  She said she was gonna call back.  Let's just sit tight.",0.8873720136518771,communication
1990,1991,thelma & louise,phone,communication,Is that how you answer the phone?,0.8181818181818182,communication
1990,1991,thelma & louise,call,communication,"I know.  Call me back.  Louise, I love you, okay?",0.1836734693877551,communication
1990,1991,thelma & louise,call,communication,Okay.  I'll call you back.  In an hour.  Don't tell Darryl.,0.2033898305084746,communication
1990,1991,thelma & louise,call,communication,Call me back.,0.0,communication
1990,1991,thelma & louise,call,communication,"Louise, let me call you back after I wire it, so you'll know which office to go to.",0.18072289156626506,communication
1990,1991,thelma & louise,call,communication,You could call it that.  My eyes are open.,0.23809523809523808,communication
1990,1991,thelma & louise,radio,communication,Shoot the radio!,0.625,communication
1990,1991,thelma & louise,radio,communication,"I swear, before yesterday, neither one of us would have ever pulled a stunt like this.  But if you ever met my husband, you'd know why I just can... You wanna step out of the car, please?  You wanna put your hands on your head, please?  Louise, shoot the radio.",0.9770114942528736,communication
1990,1991,thelma & louise,phone,communication,Fill her up.  There's a phone right over there.,0.5106382978723404,communication
1990,1991,thelma & louise,phone,communication,"Jeez, Louise, tapped the phone?  You think so?",0.5434782608695652,communication
1990,1991,thelma & louise,phone,communication,"To find out if he knows anything. If you think he does, you gotta hang up because it means the police have told him and the phone is probably tapped.",0.8322147651006712,communication
1990,1991,thelma & louise,call,communication,I want you to call Darryl.,0.5384615384615384,communication
1990,1991,thelma & louise,call,communication,Maybe.  Maybe.  The call of the wild!,0.5405405405405406,communication
1990,1991,thelma & louise,call,communication,Call him.  Don't tell him anything. Tell him you're having a wonderful time and you'll be home tomorrow night.,0.0,communication
1990,1991,thelma & louise,call,communication,Call him?,0.0,communication
1990,1991,thelma & louise,call,communication,I'll call you right back.,0.2,communication
1990,1991,thelma & louise,radio,communication,"You probably even called us beavers on your CB radio, didn't you?",0.7230769230769231,communication
1990,1998,there's something about mary,machine,computational,Just relax. Have you hit the cash machine?,0.8095238095238095,computational
1990,1998,there's something about mary,call,communication,"Well then you've got to call her, man.",0.631578947368421,communication
1990,1998,there's something about mary,call,communication,"Truth is I usually get along better with animals than with people. In Nepal the villagers call me 'Kin-tan- tee', which means 'man who is loved by many animals...  ...who love him a lot, too... and so on.'",0.43902439024390244,communication
1990,1998,there's something about mary,call,communication,Call you back.,0.0,communication
1990,1998,there's something about mary,call,communication,"We're gonna go out tonight. Oh, that reminds me, I've got to call what's- his-face and cancel.",0.648936170212766,communication
1990,1998,there's something about mary,call,communication,Would you call that a portico or a vestibule?,0.2222222222222222,communication
1990,1998,there's something about mary,call,communication,"-- There's this one kid, we call him Mongo on account of he's a mongoloid. He got out of his cage once and --",0.25688073394495414,communication
